Year,RegionCode,PersonsEngaged,AvgHoursWorked
1954,MEX,8.26610660552979,2273.1537821034
1955,MEX,8.36448955535889,2272.73130195658
1956,MEX,8.48295307159424,2272.3089003304
1957,MEX,8.60309410095215,2271.88657721025
1958,MEX,8.72493743896484,2271.46433258155
1959,MEX,8.84850597381592,2271.04216642972
1960,MEX,8.9782829284668,2270.62007874016
1961,MEX,9.22566318511963,2261.58887768297
1962,MEX,9.47985935211182,2252.59359747106
1963,MEX,9.741058349609379,2243.63409523227
1964,MEX,10.0094547271729,2234.71022866273
1965,MEX,10.3044347763062,2225.82185602453
1966,MEX,10.6225490570068,2216.96883614355
1967,MEX,10.9504842758179,2208.15102840715
1968,MEX,11.2885427474976,2199.36829276198
1969,MEX,11.6370391845703,2190.62048971174
1970,MEX,12.0243339538574,2181.90748031496
1971,MEX,12.6738262176514,2180.14588784858
1972,MEX,13.3584022521973,2178.38571762766
1973,MEX,14.0799541473389,2176.62696850394
1974,MEX,14.840479850769,2175.11510410825
1975,MEX,15.7526206970215,2173.6042898392
1976,MEX,16.4218826293945,2172.09452496737
1977,MEX,17.1195735931396,2170.58580876387
1978,MEX,17.9437980651855,2169.0781405003
1979,MEX,19.0361022949219,2167.57151944877
1980,MEX,20.2423763275146,2166.06594488189
1981,MEX,20.9292221069336,2167.00307911898
1982,MEX,21.6393203735352,2167.94061880107
1950,CAN,6.12306547164917,2209.23404095152
1951,CAN,6.280704975128169,2194.18354616175
1952,CAN,6.33048582077026,2181.93934760449
1953,CAN,6.3636736869812,2180.52839345212
1954,CAN,6.3138923645019505,2172.60366476858
1955,CAN,6.38856363296509,2154.65656565657
1956,CAN,6.66235971450806,2142.27895392279
1957,CAN,6.74532842636108,2122.98175481755
1958,CAN,6.54620409011841,2107.61512463033
1959,CAN,6.65406227111816,2104.43440011083
1960,CAN,6.62917184829712,2090.80586844667
1961,CAN,6.6457657814025906,2066.49535303093
1962,CAN,6.81170320510864,2065.04499932332
1963,CAN,6.9610447883606,2050.35756853397
1964,CAN,7.2016544342041,2039.10842293907
1965,CAN,7.50863695144653,2021.21454880295
1966,CAN,7.7658390998840305,1995.11425688509
1967,CAN,7.906885147094729,1985.5981112277
1968,CAN,7.915182590484621,1961.47769624971
1969,CAN,8.16408729553223,1942.46838301716
1970,CAN,8.15579032897949,1925.0
1971,CAN,8.32653903961182,1912.0
1972,CAN,8.63817501068115,1904.0
1973,CAN,9.093350410461431,1898.0
1974,CAN,9.56204128265381,1891.0
1975,CAN,9.6547212600708,1872.0
1976,CAN,9.78432655334473,1862.0
1977,CAN,9.997224807739261,1834.0
1978,CAN,10.2946166992188,1836.0
1979,CAN,10.7609949111938,1841.0
1980,CAN,11.0806903839111,1827.0
1981,CAN,11.3822240829468,1812.0
1982,CAN,10.9846038818359,1788.36295439924
1983,CAN,11.0768241882324,1780.21580892739
1984,CAN,11.3694820404053,1791.11594970124
1985,CAN,11.795503616333,1794.90561979665
1986,CAN,12.1687631607056,1798.51892613052
1987,CAN,12.5437717437744,1807.02740223576
1988,CAN,12.9788236618042,1807.81458682993
1989,CAN,13.2369556427002,1802.8204812899
1983,MEX,21.7335529327393,2168.87856410355
1984,MEX,22.6520195007324,2169.81691520192
1985,MEX,23.7670001983643,2170.75567227174
1986,MEX,24.5256214141846,2171.69483548866
1987,MEX,25.3876838684082,2172.63440502839
1988,MEX,26.2795925140381,2173.57438106672
1989,MEX,27.2585124969482,2174.51476377953
1964,ISL,0.0800190418958664,2115.84006384082
1965,ISL,0.0836898237466812,2092.8028958402
1966,ISL,0.0858241841197014,2080.62778328463
1967,ISL,0.0854756385087967,2045.21122999251
1968,ISL,0.0862468406558037,1998.60080996967
1969,ISL,0.0869729965925217,1970.40033034932
1970,ISL,0.0900728777050972,1953.1528306254
1971,ISL,0.0949084684252739,1915.18208167491
1972,ISL,0.0971857681870461,1882.52751271024
1973,ISL,0.0997549295425415,1865.34608205506
1974,ISL,0.103135347366333,1840.93043446932
1975,ISL,0.104728728532791,1816.48481620603
1976,ISL,0.108579874038696,1789.32519043597
1977,ISL,0.109023295342922,1747.75703292899
1978,ISL,0.112339161336422,1709.6962355755
1979,ISL,0.113376505672932,1696.9809671246
1980,ISL,0.116999767720699,1687.02279722653
1981,ISL,0.122458212077618,1680.67538053661
1982,ISL,0.125910058617592,1683.37990989067
1983,ISL,0.126319020986557,1683.39339181341
1984,ISL,0.128305286169052,1681.57806511435
1985,ISL,0.133450880646706,1680.68148012259
1986,ISL,0.13836732506752,1673.45163837643
1987,ISL,0.146924391388893,1671.610265059
1988,ISL,0.141140088438988,1678.85768725657
1989,ISL,0.138983651995659,1674.36172742809
1950,BEL,3.45855569839478,2096.14906664685
1951,BEL,3.4555835723877,2085.91941739458
1952,BEL,3.45759344100952,2075.73969098678
1953,BEL,3.45758771896362,2065.60964378943
1954,BEL,3.45504331588745,2055.52903335752
1955,BEL,3.45527768135071,2045.49761842922
1956,BEL,3.45773315429688,2035.5151589201
1957,BEL,3.48229098320007,2025.5814159174
1958,BEL,3.44496273994446,2015.69615167429
1959,BEL,3.41647601127625,2005.85912960421
1960,BEL,3.49506068229675,1996.07011427519
1961,BEL,3.52124881744385,1984.22960087908
1962,BEL,3.57563877105713,1972.45932437318
1963,BEL,3.60081934928894,1960.75886811841
1964,BEL,3.65218758583069,1949.12781794714
1965,BEL,3.6662886142730704,1937.56576214855
1966,BEL,3.6793825626373295,1926.07229145405
1967,BEL,3.66326689720154,1914.64699902282
1968,BEL,3.65923810005188,1903.28948042734
1969,BEL,3.72168588638306,1891.99933363915
1970,BEL,3.7247076034545903,1880.77615901458
1971,BEL,3.7495231628418,1871.71715824866
1972,BEL,3.7387516498565696,1845.72315605094
1973,BEL,3.77143549919128,1818.96815378888
1974,BEL,3.82655835151672,1788.88815124569
1975,BEL,3.7703299522399902,1778.82415039481
1976,BEL,3.75291466712952,1780.38515052679
1977,BEL,3.7420680522918706,1754.35214832577
1978,BEL,3.7497487068176305,1735.89914676561
1979,BEL,3.78790521621704,1718.78714531884
1980,BEL,3.7847752571106,1698.9741436437
1981,BEL,3.7173311710357697,1676.33214172938
1982,BEL,3.6711452007293697,1661.97314051537
1983,BEL,3.6261990070343,1667.90814101716
1984,BEL,3.62838506698608,1691.87714304367
1985,BEL,3.6481637954711905,1697.87214355053
1986,BEL,3.6743981838226305,1677.89614186161
1960,SGP,0.485596686601639,2400.39042628947
1961,SGP,0.505058228969574,2395.05100974928
1962,SGP,0.522266685962677,2389.72347018071
1963,SGP,0.53873997926712,2384.40778116469
1964,SGP,0.555911660194397,2379.10391634092
1965,SGP,0.572849869728088,2373.81184940771
1966,SGP,0.590616524219513,2368.5315541219
1967,SGP,0.607227206230164,2363.2630042987
1968,SGP,0.621270000934601,2358.00617381154
1969,SGP,0.634220838546753,2352.76103659202
1970,SGP,0.64774763584137,2347.52756662966
1971,SGP,0.707889378070831,2347.47112523433
1972,SGP,0.788084089756012,2347.38397649516
1973,SGP,0.795727610588074,2347.30526502292
1974,SGP,0.820407450199127,2347.29977349662
1975,SGP,0.829463362693787,2326.00770377922
1976,SGP,0.866184711456299,2352.15156764768
1977,SGP,0.899522423744202,2297.76095931203
1978,SGP,0.950972080230713,2297.00759867122
1979,SGP,1.01336848735809,2272.61870952882
1980,SGP,1.06372320652008,2281.19138502241
1981,SGP,1.14801323413849,2308.31288523311
1982,SGP,1.21518611907959,2314.78530589646
1983,SGP,1.24514055252075,2320.0681251926
1984,SGP,1.26305341720581,2329.58455909633
1985,SGP,1.22862088680267,2288.49520891483
1986,SGP,1.20841908454895,2322.78680235351
1987,SGP,1.26086401939392,2353.9058451667
1988,SGP,1.3250515460968,2367.77811434366
1989,SGP,1.38724887371063,2427.18135009409
1951,CHL,2.09786057472229,2527.87953044909
1952,CHL,2.1203281879425,2514.31440890976
1953,CHL,2.14303660392761,2500.82208060292
1954,CHL,2.1659882068634,2487.40215490511
1955,CHL,2.18980956077576,2474.05424328905
1956,CHL,2.21586346626282,2460.77795931236
1957,CHL,2.24222779273987,2447.57291860638
1958,CHL,2.26890563964844,2434.43873886508
1959,CHL,2.29590106010437,2421.37503983394
1960,CHL,2.32403373718262,2408.38144329897
1961,CHL,2.35963129997253,2389.30515463917
1962,CHL,2.39577436447144,2370.22886597938
1963,CHL,2.43247079849243,2327.30721649484
1964,CHL,2.46972894668579,2322.5381443299
1965,CHL,2.50901460647583,2336.84536082474
1966,CHL,2.54999327659607,2355.92164948454
1967,CHL,2.59164071083069,2179.46597938144
1968,CHL,2.63607239723206,2260.54020618557
1969,CHL,2.67556238174438,2289.15463917526
1970,CHL,2.69278645515442,2160.38969072165
1971,CHL,2.79638195037842,2255.77113402062
1972,CHL,2.90612411499023,2270.07835051546
1973,CHL,2.9395740032196,2246.23298969072
1974,CHL,2.85650634765625,2227.15670103093
1975,CHL,2.74809718132019,2270.07835051546
1976,CHL,2.78962707519531,2284.38556701031
1977,CHL,2.91179847717285,2255.77113402062
1978,CHL,2.93563055992126,2279.61649484536
1979,CHL,2.99048709869385,2303.4618556701
1980,CHL,3.16192245483398,2317.76907216495
1981,CHL,3.22262716293335,2360.69072164948
1982,CHL,3.00059247016907,2308.23092783505
1983,CHL,3.1970534324646,2265.30927835052
1984,CHL,3.33909797668457,2298.69278350516
1985,CHL,3.54233145713806,2298.69278350516
1986,CHL,3.72935843467712,2332.07628865979
1987,CHL,3.8722057342529297,2351.15257731959
1988,CHL,4.01982116699219,2360.69072164948
1989,CHL,4.20372343063354,2370.22886597938
1960,HKG,1.10783755779266,2723.59091967314
1961,HKG,1.15048766136169,2703.40309552755
1962,HKG,1.20989394187927,2683.36490774651
1963,HKG,1.26220262050629,2663.47524719406
1964,HKG,1.30328452587128,2643.7330129554
1965,HKG,1.34845149517059,2624.13711227593
1966,HKG,1.37100875377655,2604.68646050078
1967,HKG,1.41693127155304,2585.37998101475
1968,HKG,1.45840859413147,2566.21660518278
1969,HKG,1.49312496185303,2547.19527229071
1970,HKG,1.54139626026154,2528.31492948665
1971,HKG,1.57101762294769,2527.05055969136
1972,HKG,1.62071263790131,2525.40678528502
1973,HKG,1.65696036815643,2523.82724602522
1974,HKG,1.70160090923309,2522.54919428691
1975,HKG,1.79021537303925,2521.67723607234
1976,HKG,1.86106169223785,2518.0522307443
1977,HKG,1.96516168117523,2507.49922475629
1978,HKG,2.07214856147766,2497.36215940412
1979,HKG,2.10253810882568,2488.4109053843
1980,HKG,2.25394606590271,2477.28901872659
1981,HKG,2.42059469223022,2466.15630928755
1982,HKG,2.42148447036743,2441.65991210975
1983,HKG,2.43924164772034,2410.8250478691
1984,HKG,2.51707673072815,2381.84628394648
1985,HKG,2.55764317512512,2356.08278521712
1986,HKG,2.63309478759766,2360.24865384695
1987,HKG,2.69498491287231,2324.3062864217
1988,HKG,2.74199652671814,2372.43873733553
1989,HKG,2.74314618110657,2314.03127717084
1950,DEU,30.8558082580566,2428.27944826013
1951,DEU,31.4365100860596,2402.43704930357
1952,DEU,32.0242805480957,2376.86967206427
1953,DEU,32.8358497619629,2351.5743896876
1954,DEU,33.835823059082,2326.54830646729
1955,DEU,34.9446830749512,2301.78855751398
1956,DEU,35.6618766784668,2277.29230842719
1957,DEU,36.3353118896484,2253.05675497092
1958,DEU,36.61452102661129,2229.07912275259
1959,DEU,36.985790252685504,2205.35666690544
1960,DEU,37.4463844299316,2181.88667177432
1961,DEU,37.825874328613295,2155.25984787803
1962,DEU,37.9255409240723,2118.14366911351
1963,DEU,37.9751319885254,2087.68419632305
1964,DEU,38.0256118774414,2099.18214300554
1965,DEU,38.166316986084,2084.96099842457
1966,DEU,38.0806350708008,2058.63675207256
1967,DEU,37.3508644104004,2020.91541821948
1968,DEU,37.4849700927734,2008.40887972274
1969,DEU,37.8731880187988,1988.64048016337
1970,DEU,38.0957984924316,1973.2090254053
1971,DEU,38.0671005249023,1941.23666489347
1972,DEU,38.0782508850098,1916.12272871856
1973,DEU,38.3314247131348,1885.56239674668
1974,DEU,38.0353202819824,1852.27886687632
1975,DEU,37.4351425170898,1812.54034939474
1976,DEU,37.5206718444824,1824.94602871005
1977,DEU,37.630516052246094,1806.88718950347
1950,PER,2.63748025894165,2508.68408552642
1951,PER,2.6847026348114,2496.58459407279
1952,PER,2.73793196678162,2484.54345898784
1953,PER,2.79274654388428,2472.56039881632
1954,PER,2.84964609146118,2460.63513346039
1955,PER,2.90895199775696,2448.76738417319
1956,PER,2.97037553787231,2436.95687355223
1957,PER,3.03350186347961,2425.20332553295
1958,PER,3.09881401062012,2413.50646538228
1959,PER,3.16661930084229,2401.86601969218
1960,PER,3.23737955093384,2390.28171637327
1961,PER,3.29405331611633,2378.75328464849
1962,PER,3.35171914100647,2367.28045504672
1963,PER,3.41039443016052,2355.86295939652
1964,PER,3.47009754180908,2344.50053081988
1965,PER,3.53352022171021,2333.19290372591
1966,PER,3.59729027748108,2321.93981380471
1967,PER,3.66221117973328,2310.74099802113
1968,PER,3.72830367088318,2299.59619460869
1969,PER,3.7955889701843297,2288.50514306337
1970,PER,3.9642775058746302,2277.46758413762
1971,PER,4.13762664794922,2266.48325983421
1972,PER,4.30930137634277,2255.55191340028
1973,PER,4.47860288619995,2244.67328932128
1974,PER,4.66918468475342,2237.43081011256
1975,PER,4.78249645233154,2230.21169889477
1976,PER,4.91639518737793,2223.01588027068
1977,PER,5.01616191864014,2215.84327908631
1978,PER,5.11736011505127,2208.69382043016
1979,PER,5.2314748764038095,2201.56742963244
1980,PER,5.42591142654419,2194.4640322643
1981,PER,5.6419677734375,2187.383554137
1982,PER,5.82197284698486,2180.32592130121
1983,PER,6.11283445358276,2173.29106004617
1984,PER,6.328578948974609,2166.27889689897
1953,KOR,6.13680410385132,2484.48677315699
1954,KOR,6.14039993286133,2520.63520695423
1955,KOR,6.17007493972778,2557.30958811418
1956,KOR,6.251142978668209,2594.51756899127
1957,KOR,6.3581476211547905,2632.2669132791
1958,KOR,6.47939682006836,2670.56549763036
1959,KOR,6.621012210845951,2709.42131330035
1960,KOR,6.7794680595397905,2748.84246781438
1961,KOR,7.05373430252075,2788.83718665951
1962,KOR,7.32462406158447,2829.4138150008
1963,KOR,7.594179630279539,2870.58081942265
1964,KOR,7.72973585128784,2779.9308988093
1965,KOR,8.14544296264648,2900.7974596271
1966,KOR,8.35932159423828,2882.66747550443
1967,KOR,8.659553527832031,2918.92744374977
1968,KOR,9.09835529327393,2973.31739611777
1969,KOR,9.32327938079834,3039.79400456756
1970,KOR,9.65664768218994,2918.92744374977
1971,KOR,9.99124431610107,2913.08512691401
1972,KOR,10.4369344711304,2907.23037432515
1973,KOR,11.0287599563599,2901.44774910461
1974,KOR,11.513650894165,2895.64771382962
1975,KOR,11.7882633209229,2889.85265285589
1976,KOR,12.5092630386353,2884.03769467711
1977,KOR,12.8968629837036,2878.31476107171
1978,KOR,13.4764833450317,2872.53213585118
1979,KOR,13.6690359115601,2866.8564581078
1980,KOR,13.7304582595825,2860.94201390371
1981,KOR,14.056676864624,2876.92493018256
1982,KOR,14.4031648635864,2889.91104965902
1983,KOR,14.5260219573975,2907.89183047267
1984,KOR,14.4694633483887,2903.89610140298
1985,KOR,15.052285194397,2878.92279471735
1986,KOR,15.6101722717285,2907.89183047267
1987,KOR,16.470043182373,2876.92493018256
1988,KOR,16.9848518371582,2830.974045881
1989,KOR,17.6747665405273,2728.08402233631
1981,ISR,1.48642003536224,1966.03303458645
1982,ISR,1.51157712936401,1941.76102181377
1983,ISR,1.55841732025146,1928.61368156191
1984,ISR,1.57977795600891,1931.6476831585
1985,ISR,1.56631529331207,1931.6476831585
1986,ISR,1.58638036251068,1926.59101383085
1987,ISR,1.62678563594818,1920.52301063769
1988,ISR,1.68504154682159,1878.04698828551
1989,ISR,1.70185542106628,1909.39833811688
1950,ITA,19.9132175445557,2099.53048370227
1951,ITA,19.940393447876,2105.95948977764
1952,ITA,20.1064987182617,2112.40818221596
1953,ITA,20.3204441070557,2118.87662129916
1954,ITA,20.5971794128418,2125.36486749375
1955,ITA,20.5887565612793,2131.8729814514
1956,ITA,20.6584663391113,2138.40102400952
1957,ITA,20.7492408752441,2144.9490561918
1958,ITA,20.821662902832,2151.51713920877
1959,ITA,20.8514499664307,2158.10533445844
1960,ITA,20.935604095459,2164.71370352677
1961,ITA,21.0688228607178,2148.03219972673
1962,ITA,21.0073356628418,2098.94796804137
1963,ITA,20.6589221954346,2084.20861268592
1964,ITA,20.5871906280518,2078.07729580976
1965,ITA,20.0850639343262,2020.48677540045
1966,ITA,19.7571449279785,2039.1219064702
1967,ITA,20.0030822753906,2063.56177905256
1968,ITA,19.9928359985352,2057.12186659667
1969,ITA,19.8493728637695,2056.00353227111
1970,ITA,19.9415988922119,2034.74233301229
1971,ITA,19.9576854705811,1982.45674004985
1972,ITA,19.9100151062012,1963.66317177922
1973,ITA,20.1661319732666,1947.48047585213
1974,ITA,20.4461212158203,1917.01753485886
1975,ITA,20.4483013153076,1901.5525793047
1976,ITA,20.6580028533936,1899.4646730842
1977,ITA,20.7290420532227,1864.74637678199
1978,ITA,20.8093757629395,1854.74007303136
1979,ITA,21.0639724731445,1848.22834836528
1980,ITA,21.4020233154297,1849.2610584821
1981,ITA,21.424503326416,1852.64333618176
1982,ITA,21.5086841583252,1862.87395195489
1983,ITA,21.5878143310547,1867.66334947823
1984,ITA,21.5983428955078,1856.67038494275
1985,ITA,21.8178367614746,1850.526218548
1986,ITA,21.9851322174072,1863.0144056621
1987,ITA,22.04612159729,1877.64061947079
1988,ITA,22.2851028442383,1885.32312830769
1989,ITA,22.4399929046631,1873.10076563986
1970,PAK,17.2481021881104,2241.68159949725
1971,PAK,17.3263721466064,2239.4163016993
1972,PAK,18.6653079986572,2241.00104515659
1973,PAK,19.2258377075195,2239.39137766435
1974,PAK,19.5429420471191,2237.61754104665
1975,PAK,19.7869415283203,2234.98849652711
1976,PAK,20.3763675689697,2230.09957744367
1977,PAK,20.9839763641357,2225.81651436295
1978,PAK,21.6212463378906,2222.16225888227
1979,PAK,22.599157333374,2218.02553056739
1980,PAK,23.2909679412842,2220.18730229189
1981,PAK,24.0028762817383,2174.68885046955
1982,PAK,24.7453994750977,2178.4531109349
1983,PAK,24.7406158447266,2186.14052394875
1984,PAK,25.508020401001,2189.91282652073
1985,PAK,25.7979469299316,2206.77469189805
1986,PAK,25.8668403625488,2203.47590469444
1987,PAK,27.4647998809814,2188.14883624244
1988,PAK,27.7442054748535,2202.26060112166
1989,PAK,27.7997035980225,2203.78831037383
1970,VNM,15.5760669708252,2986.8474530346
1971,VNM,15.7497930526733,2906.52890209007
1972,VNM,15.8914575576782,2849.39866613222
1973,VNM,16.5705165863037,2802.90134869976
1974,VNM,17.8280906677246,2766.81485131131
1975,VNM,19.0612373352051,2729.08297330047
1976,VNM,19.0851879119873,2682.85114410331
1977,VNM,19.7367610931396,2637.22980978665
1978,VNM,20.5303211212158,2597.45410966956
1979,VNM,21.2101039886475,2563.53961896465
1980,VNM,22.0648803710938,2534.25296128819
1981,VNM,22.6935214996338,2484.68970547032
1982,VNM,23.3550262451172,2446.64173936395
1983,VNM,24.0565376281738,2416.74391332582
1984,VNM,24.7354030609131,2394.38947200583
1985,VNM,25.4984855651855,2379.14797817157
1986,VNM,26.2459983825684,2370.58072424179
1987,VNM,26.9854183197021,2361.21492130833
1987,BEL,3.7035641670227104,1662.91914059535
1988,BEL,3.7761893272399902,1650.92913958163
1989,BEL,3.82203841209412,1641.93713882138
1986,TWN,8.12094783782959,2242.94452372196
1987,TWN,8.393571853637699,2276.53428605257
1988,TWN,8.48794460296631,2250.51404757709
1989,TWN,8.64392185211182,2231.59023835632
1970,MYS,3.55449604988098,2229.755834729
1971,MYS,3.67167735099792,2230.705050405
1972,MYS,3.7816777229309104,2231.55191301593
1973,MYS,3.89297080039978,2232.31878268527
1974,MYS,4.01327705383301,2233.00572447013
1975,MYS,4.14258003234863,2233.5934395734
1976,MYS,4.27762460708618,2234.52145847306
1977,MYS,4.42232608795166,2235.33142877189
1978,MYS,4.58524894714355,2236.03120434355
1979,MYS,4.74602699279785,2236.63669425259
1980,MYS,4.89068984985352,2237.15478204582
1981,MYS,5.15556955337524,2237.76477620078
1982,MYS,5.323721408843991,2237.99168116967
1983,MYS,5.52707576751709,2237.75060667446
1984,MYS,5.62542009353638,2238.66136485037
1985,MYS,5.6958293914794895,2238.46361518481
1986,MYS,5.80285120010376,2236.73016973661
1987,MYS,6.043665409088129,2234.98023352862
1988,MYS,6.24147415161133,2234.76297312317
1989,MYS,6.49754858016968,2238.72361568818
1970,TUR,11.3728160858154,2086.0
1971,TUR,11.5808629989624,2077.0
1972,TUR,11.8916397094727,2069.0
1973,TUR,12.0818738937378,2060.0
1974,TUR,12.3632068634033,2044.0
1975,TUR,12.489052772522,2028.0
1976,TUR,12.6625556945801,2012.0
1977,TUR,13.0757856369019,1996.0
1978,TUR,13.2678823471069,1980.0
1979,TUR,13.488226890564,1964.0
1980,TUR,13.6925354003906,1957.0
1981,TUR,13.8133058547974,1950.0
1982,TUR,14.3182191848755,1943.0
1983,TUR,14.6139526367188,1935.0
1984,TUR,14.9489135742188,1871.0
1985,TUR,15.4626350402832,1898.0
1986,TUR,16.1818180084229,1883.0
1987,TUR,16.9097633361816,1844.0
1988,TUR,17.6468448638916,1837.0
1989,TUR,18.040060043335,1867.0
1951,TWN,3.08220243453979,2356.40012621674
1952,TWN,3.13642907142639,2353.47691440405
1953,TWN,3.17643404006958,2350.55732895651
1954,TWN,3.22172880172729,2347.64136537547
1955,TWN,3.25358867645264,2344.72901916784
1956,TWN,3.28981494903564,2341.82028584614
1957,TWN,3.33172225952148,2338.91516092842
1958,TWN,3.36683392524719,2336.01363993831
1959,TWN,3.38881278038025,2333.115718405
1960,TWN,3.4337317943573,2330.22139186319
1961,TWN,3.55891084671021,2327.33065585317
1962,TWN,3.6796190738678,2324.44350592072
1963,TWN,3.8088698387146,2321.55993761717
1964,TWN,3.8584325313568097,2318.67994649935
1965,TWN,3.88394379615784,2315.80352812963
1966,TWN,3.9845316410064706,2312.93067807587
1967,TWN,4.19045162200928,2310.0613919114
1968,TWN,4.3782038688659695,2307.1956652151
1969,TWN,4.55374336242676,2304.33349357128
1970,TWN,4.75002670288086,2301.47487256976
1971,TWN,4.91621494293213,2305.10709633385
1972,TWN,5.13920450210571,2307.10753869385
1973,TWN,5.53625917434692,2305.3358323058
1974,TWN,5.697383880615231,2307.02482835565
1975,TWN,5.731746196746831,2308.47986179833
1976,TWN,5.88541078567505,2307.99576929488
1977,TWN,6.216761112213129,2306.34056507937
1978,TWN,6.484742641448969,2303.02761926536
1979,TWN,6.71392059326172,2336.61738144028
1980,TWN,6.84890413284302,2313.90880997521
1981,TWN,6.9771022796630895,2310.12404755085
1982,TWN,7.14224052429199,2269.43785704255
1983,TWN,7.42417669296265,2254.77190514905
1984,TWN,7.661985874176031,2254.29880989788
1985,TWN,7.7854080200195295,2244.36380970528
1950,DNK,1.97380471229553,2049.51386161816
1951,DNK,1.99678027629852,2035.05906129135
1952,DNK,1.97796428203583,2020.70620770244
1953,DNK,2.02183532714844,2006.45458184204
1954,DNK,2.03946304321289,1992.30346977176
1955,DNK,2.03342223167419,1978.25216258849
1956,DNK,2.02233052253723,1964.29995638886
1957,DNK,2.02648997306824,1950.44615223398
1958,DNK,2.03322386741638,1936.69005611444
1959,DNK,2.07283687591553,1923.03097891554
1960,DNK,2.11165714263916,1909.46823638276
1961,DNK,2.1424994468689,1921.41119055479
1962,DNK,2.17539763450623,1933.42884309134
1963,DNK,2.20212745666504,1945.52166120057
1964,DNK,2.24736261367798,1957.69011501284
1965,DNK,2.28848552703857,1969.93467759898
1966,DNK,2.327552318573,1982.2558249887
1967,DNK,2.32768416404724,1953.66182751323
1968,DNK,2.34538054466248,1909.19183143944
1969,DNK,2.39071607589722,1869.70183492597
1970,DNK,2.42261266708374,1845.34983707599
1971,DNK,2.41716289520264,1809.73684022022
1972,DNK,2.4658374786377,1751.84784533118
1973,DNK,2.49487018585205,1709.50884906925
1974,DNK,2.47492265701294,1691.49185065995
1975,DNK,2.44561553001404,1616.50785728021
1976,DNK,2.49023938179016,1623.53830868185
1977,DNK,2.484534740448,1598.42682223736
1978,DNK,2.50394725799561,1575.15552037357
1979,DNK,2.53070306777954,1563.84281512871
1980,DNK,2.51569080352783,1577.43595044608
1981,DNK,2.47756123542786,1546.39585420235
1982,DNK,2.48961138725281,1552.84327602014
1983,DNK,2.49128389358521,1545.95772893479
1984,DNK,2.52687239646912,1540.83685853257
1985,DNK,2.58368897438049,1527.46641067426
1986,DNK,2.64352226257324,1530.95112145578
1987,DNK,2.66146063804626,1493.02651760903
1988,DNK,2.65003967285156,1471.16968760598
1989,DNK,2.64406967163086,1454.95043890489
1964,USA,74.73961639404301,1935.14883156396
1965,USA,76.51341247558591,1955.09656747995
1966,USA,78.84690856933591,1963.90770457585
1967,USA,80.6633682250977,1941.09277101009
1968,USA,82.2697143554688,1937.417662324
1969,USA,84.23368835449219,1938.09979512771
1970,USA,84.696891784668,1893.42364272738
1971,USA,84.7013778686523,1877.65120506541
1972,USA,86.9728240966797,1874.2224326107
1973,USA,89.76095581054689,1872.66317668171
1974,USA,91.4325790405273,1844.7812233584
1975,USA,90.27314758300781,1813.24799354055
1976,USA,93.08827209472659,1809.29706980597
1977,USA,96.2619094848633,1809.37665450649
1978,USA,100.194435119629,1815.71563668467
1979,USA,102.810615539551,1817.7138167126
1980,USA,103.070930480957,1801.61144491269
1981,USA,104.216178894043,1790.0056170005
1982,USA,103.408576965332,1770.66609140628
1983,USA,104.779136657715,1779.87153698335
1984,USA,109.11604309082,1795.5766410899
1985,USA,111.384384155273,1801.13737795037
1986,USA,113.924011230469,1780.83936497824
1987,USA,116.886093139648,1788.51742132868
1988,USA,119.454811096191,1798.27152918038
1989,USA,121.828071594238,1810.29310275452
1954,AUT,2.97632765769959,2075.07421067004
1955,AUT,3.12647891044617,2072.43379592717
1956,AUT,3.22180104255676,2069.79674096295
1957,AUT,3.29509663581848,2067.16304150224
1958,AUT,3.32173991203308,2064.53269327536
1959,AUT,3.37142467498779,2061.90569201804
1960,AUT,3.44042825698853,2059.28203347147
1961,AUT,3.4592981338501,2046.62975562775
1962,AUT,3.44309902191162,2034.05521368035
1963,AUT,3.41953372955322,2021.55793001806
1964,AUT,3.41385078430176,2009.13742996415
1965,AUT,3.39090061187744,1996.79324175829
1966,AUT,3.36274528503418,1984.52489653867
1967,AUT,3.30792880058289,1972.33192832418
1968,AUT,3.26450729370117,1960.21387399671
1969,AUT,3.25847697257996,1948.17027328355
1970,AUT,3.26504325866699,1890.13741918787
1971,AUT,3.30112624168396,1885.28796426831
1972,AUT,3.31970191001892,1905.74992105438
1973,AUT,3.3589506149292,1900.73129973321
1974,AUT,3.40543174743652,1978.66245482169
1975,AUT,3.3943338394165,1903.97164981736
1976,AUT,3.4131281375885,1898.04238326003
1977,AUT,3.45144820213318,1904.78309673878
1978,AUT,3.4674768447876,1844.06757333888
1979,AUT,3.48371577262878,1876.68039749476
1980,AUT,3.51172971725464,1881.03538523071
1981,AUT,3.48842096328735,1819.14122397259
1982,AUT,3.4352171421051,1835.11888931916
1983,AUT,3.4225959777832,1829.91228135012
1984,AUT,3.42087197303772,1825.92552984151
1985,AUT,3.43170785903931,1821.53030097406
1986,AUT,3.44278025627136,1820.71097227603
1987,AUT,3.44219517707825,1808.71625217875
1988,AUT,3.47137069702148,1812.13124895478
1989,AUT,3.51585054397583,1825.24322873399
1970,THA,15.2047147750854,2455.39398308555
1971,THA,15.6295318603516,2455.35940430345
1972,THA,16.0565147399902,2352.25048578875
1973,THA,16.4951267242432,2471.67311238458
1974,THA,16.9477596282959,2489.01717064537
